Border,Date,Measure,Value,Average
US-Mexico Border,07/01/2009 12:00:00 AM,Rail Containers Empty,28044,26754
US-Mexico Border,07/01/2009 12:00:00 AM,Buses,20158,21727
US-Mexico Border,07/01/2009 12:00:00 AM,Rail Containers Full,17006,22213
US-Canada Border,07/01/2009 12:00:00 AM,Buses,12579,13125
US-Canada Border,07/01/2009 12:00:00 AM,Trains,2025,2699
US-Mexico Border,07/01/2009 12:00:00 AM,Trains,664,674
US-Mexico Border,07/01/2009 12:00:00 AM,Train Passengers,298,1314
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,11474527,16349372
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,5806363,7058925
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,4458610,6155794
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,3266188,3852515
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicles,2251202,2767390
US-Canada Border,06/01/2009 12:00:00 AM,Trucks,418105,537429
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,360817,361276
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Full,330793,399170
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,229736,328630
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Full,227197,209113
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,182104,272278
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Empty,132170,144210
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Empty,79713,70725
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Full,79469,97117
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Empty,39392,34184
US-Canada Border,06/01/2009 12:00:00 AM,Pedestrians,38328,54287
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,27878,19899
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,26467,26755
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,18092,21750
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,15641,22253
US-Canada Border,06/01/2009 12:00:00 AM,Buses,11387,13136
US-Canada Border,06/01/2009 12:00:00 AM,Trains,2053,2703
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,674
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,282,1320
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,11838435,16377566
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicles,5954295,7065828
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,4670174,6165079
US-Mexico Border,05/01/2009 12:00:00 AM,Pedestrians,3457754,3854982
US-Canada Border,05/01/2009 12:00:00 AM,Personal Vehicles,2346355,2770021
US-Canada Border,05/01/2009 12:00:00 AM,Trucks,396308,538311
US-Mexico Border,05/01/2009 12:00:00 AM,Trucks,341601,361399
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Full,309367,399731
US-Canada Border,05/01/2009 12:00:00 AM,Bus Passengers,277709,328948
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Full,217776,209059
US-Mexico Border,05/01/2009 12:00:00 AM,Bus Passengers,179414,272859
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Empty,121711,144351
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Full,80160,97223
US-Canada Border,05/01/2009 12:00:00 AM,Truck Containers Empty,79869,70668
US-Canada Border,05/01/2009 12:00:00 AM,Rail Containers Empty,40331,34146
US-Canada Border,05/01/2009 12:00:00 AM,Pedestrians,37133,54394
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Empty,25007,26766
US-Mexico Border,05/01/2009 12:00:00 AM,Buses,18635,21769
US-Canada Border,05/01/2009 12:00:00 AM,Train Passengers,18241,19909
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Full,18103,22279
US-Canada Border,05/01/2009 12:00:00 AM,Buses,11920,13143
US-Canada Border,05/01/2009 12:00:00 AM,Trains,1969,2707
US-Mexico Border,05/01/2009 12:00:00 AM,Trains,613,675
US-Mexico Border,05/01/2009 12:00:00 AM,Train Passengers,373,1326
US-Mexico Border,04/01/2009 12:00:00 AM,Personal Vehicle Passengers,11550475,16407925
US-Mexico Border,04/01/2009 12:00:00 AM,Personal Vehicles,5830621,7073597
US-Canada Border,04/01/2009 12:00:00 AM,Personal Vehicle Passengers,3953392,6178989
US-Mexico Border,04/01/2009 12:00:00 AM,Pedestrians,3468779,3857411
US-Canada Border,04/01/2009 12:00:00 AM,Personal Vehicles,2018362,2774748
US-Canada Border,04/01/2009 12:00:00 AM,Trucks,404950,539150
US-Mexico Border,04/01/2009 12:00:00 AM,Trucks,357907,361421
US-Canada Border,04/01/2009 12:00:00 AM,Truck Containers Full,322032,400220
US-Mexico Border,04/01/2009 12:00:00 AM,Truck Containers Full,229484,208930
US-Mexico Border,04/01/2009 12:00:00 AM,Bus Passengers,219893,273192
US-Canada Border,04/01/2009 12:00:00 AM,Bus Passengers,203755,329736
US-Mexico Border,04/01/2009 12:00:00 AM,Truck Containers Empty,128063,144453
US-Canada Border,04/01/2009 12:00:00 AM,Rail Containers Full,83565,97309
US-Canada Border,04/01/2009 12:00:00 AM,Truck Containers Empty,79971,70609
US-Canada Border,04/01/2009 12:00:00 AM,Rail Containers Empty,43057,34090
US-Canada Border,04/01/2009 12:00:00 AM,Pedestrians,29748,54549
US-Mexico Border,04/01/2009 12:00:00 AM,Rail Containers Empty,26773,26766
US-Mexico Border,04/01/2009 12:00:00 AM,Buses,20532,21777
US-Mexico Border,04/01/2009 12:00:00 AM,Rail Containers Full,20387,22291
US-Canada Border,04/01/2009 12:00:00 AM,Train Passengers,10600,19968
US-Canada Border,04/01/2009 12:00:00 AM,Buses,9435,13167
US-Canada Border,04/01/2009 12:00:00 AM,Trains,1851,2713
US-Mexico Border,04/01/2009 12:00:00 AM,Trains,643,675
US-Mexico Border,04/01/2009 12:00:00 AM,Train Passengers,382,1332
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,12037391,16435587
US-Mexico Border,03/01/2009 12:00:00 AM,Personal Vehicles,6030705,7080198
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,3836164,6193817
US-Mexico Border,03/01/2009 12:00:00 AM,Pedestrians,3701613,3858397
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicles,1971344,2779833
US-Canada Border,03/01/2009 12:00:00 AM,Trucks,422741,539887
US-Mexico Border,03/01/2009 12:00:00 AM,Trucks,363836,361406
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Full,314249,400764
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Full,236095,208758
US-Mexico Border,03/01/2009 12:00:00 AM,Bus Passengers,216219,273553
US-Canada Border,03/01/2009 12:00:00 AM,Bus Passengers,150183,330872
US-Mexico Border,03/01/2009 12:00:00 AM,Truck Containers Empty,128497,144554
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Empty,89544,70489
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Full,83360,97397
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Empty,49204,33994
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Empty,29260,26751
US-Canada Border,03/01/2009 12:00:00 AM,Pedestrians,22712,54751
US-Mexico Border,03/01/2009 12:00:00 AM,Rail Containers Full,20976,22300
US-Mexico Border,03/01/2009 12:00:00 AM,Buses,20050,21788
US-Canada Border,03/01/2009 12:00:00 AM,Train Passengers,10137,20030
US-Canada Border,03/01/2009 12:00:00 AM,Buses,7841,13200
US-Canada Border,03/01/2009 12:00:00 AM,Trains,2013,2717
US-Mexico Border,03/01/2009 12:00:00 AM,Trains,708,675
US-Mexico Border,03/01/2009 12:00:00 AM,Train Passengers,290,1339
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,10571539,16472937
US-Mexico Border,02/01/2009 12:00:00 AM,Personal Vehicles,5435201,7090675
US-Mexico Border,02/01/2009 12:00:00 AM,Pedestrians,3270412,3862142
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicle Passengers,3212259,6212808
US-Canada Border,02/01/2009 12:00:00 AM,Personal Vehicles,1676466,2786861
US-Canada Border,02/01/2009 12:00:00 AM,Trucks,384478,540877
US-Mexico Border,02/01/2009 12:00:00 AM,Trucks,328561,361615
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Full,296835,401426
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Full,209249,208755
US-Mexico Border,02/01/2009 12:00:00 AM,Bus Passengers,168181,274224
US-Canada Border,02/01/2009 12:00:00 AM,Bus Passengers,149370,332028
US-Mexico Border,02/01/2009 12:00:00 AM,Truck Containers Empty,121745,144699
US-Canada Border,02/01/2009 12:00:00 AM,Truck Containers Empty,80508,70425
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Full,77920,97522
US-Canada Border,02/01/2009 12:00:00 AM,Rail Containers Empty,44115,33930
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Empty,25526,26758
US-Mexico Border,02/01/2009 12:00:00 AM,Buses,18185,21811
US-Mexico Border,02/01/2009 12:00:00 AM,Rail Containers Full,16863,22334
US-Canada Border,02/01/2009 12:00:00 AM,Pedestrians,14992,55004
US-Canada Border,02/01/2009 12:00:00 AM,Train Passengers,8667,20102
US-Canada Border,02/01/2009 12:00:00 AM,Buses,7018,13240
US-Canada Border,02/01/2009 12:00:00 AM,Trains,1931,2722
US-Mexico Border,02/01/2009 12:00:00 AM,Trains,615,675
US-Mexico Border,02/01/2009 12:00:00 AM,Train Passengers,524,1344
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,12444929,16498758
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicles,6066605,7097240
US-Mexico Border,01/01/2009 12:00:00 AM,Pedestrians,3581976,3863938
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,3309541,6231419
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicles,1719008,2793706
US-Canada Border,01/01/2009 12:00:00 AM,Trucks,385057,541876
US-Mexico Border,01/01/2009 12:00:00 AM,Trucks,338857,361761
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Full,305973,402038
US-Mexico Border,01/01/2009 12:00:00 AM,Bus Passengers,243815,274419
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Full,208425,208757
US-Canada Border,01/01/2009 12:00:00 AM,Bus Passengers,141447,333250
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Empty,126646,144815
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Full,82588,97617
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Empty,78616,70373
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Empty,42263,33876
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Empty,26407,26761
US-Mexico Border,01/01/2009 12:00:00 AM,Buses,20538,21819
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Full,15209,22380
US-Canada Border,01/01/2009 12:00:00 AM,Pedestrians,10938,55286
US-Canada Border,01/01/2009 12:00:00 AM,Train Passengers,9560,20170
US-Canada Border,01/01/2009 12:00:00 AM,Buses,7502,13277
US-Canada Border,01/01/2009 12:00:00 AM,Trains,1959,2727
US-Mexico Border,01/01/2009 12:00:00 AM,Trains,614,675
US-Mexico Border,01/01/2009 12:00:00 AM,Train Passengers,468,1349
US-Mexico Border,12/01/2008 12:00:00 AM,Personal Vehicle Passengers,13169398,16520237
US-Mexico Border,12/01/2008 12:00:00 AM,Personal Vehicles,6604996,7100416
US-Mexico Border,12/01/2008 12:00:00 AM,Pedestrians,3838082,3864105
US-Canada Border,12/01/2008 12:00:00 AM,Personal Vehicle Passengers,3521642,6248901
US-Canada Border,12/01/2008 12:00:00 AM,Personal Vehicles,1833417,2799902
US-Canada Border,12/01/2008 12:00:00 AM,Trucks,382977,542901
US-Mexico Border,12/01/2008 12:00:00 AM,Trucks,331232,361958
US-Canada Border,12/01/2008 12:00:00 AM,Truck Containers Full,287911,402774
US-Mexico Border,12/01/2008 12:00:00 AM,Bus Passengers,254210,274549
US-Mexico Border,12/01/2008 12:00:00 AM,Truck Containers Full,199659,208816
US-Canada Border,12/01/2008 12:00:00 AM,Bus Passengers,162597,334351
US-Mexico Border,12/01/2008 12:00:00 AM,Truck Containers Empty,129628,144913
US-Canada Border,12/01/2008 12:00:00 AM,Rail Containers Full,81987,97718
US-Canada Border,12/01/2008 12:00:00 AM,Truck Containers Empty,66728,70396
US-Canada Border,12/01/2008 12:00:00 AM,Rail Containers Empty,37471,33853
US-Mexico Border,12/01/2008 12:00:00 AM,Rail Containers Empty,33258,26719
US-Mexico Border,12/01/2008 12:00:00 AM,Rail Containers Full,24485,22366
US-Mexico Border,12/01/2008 12:00:00 AM,Buses,21794,21819
US-Canada Border,12/01/2008 12:00:00 AM,Pedestrians,17334,55531
US-Canada Border,12/01/2008 12:00:00 AM,Train Passengers,7983,20248
US-Canada Border,12/01/2008 12:00:00 AM,Buses,7497,13314
US-Canada Border,12/01/2008 12:00:00 AM,Trains,1835,2733
US-Mexico Border,12/01/2008 12:00:00 AM,Train Passengers,1771,1347
US-Mexico Border,12/01/2008 12:00:00 AM,Trains,751,675
US-Mexico Border,11/01/2008 12:00:00 AM,Personal Vehicle Passengers,12626745,16545520
US-Mexico Border,11/01/2008 12:00:00 AM,Personal Vehicles,6355731,7105251
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicle Passengers,3923765,6263999
US-Mexico Border,11/01/2008 12:00:00 AM,Pedestrians,3542162,3866195
US-Canada Border,11/01/2008 12:00:00 AM,Personal Vehicles,2011884,2805019
US-Canada Border,11/01/2008 12:00:00 AM,Trucks,436177,543594
US-Mexico Border,11/01/2008 12:00:00 AM,Trucks,351074,362029
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Full,331339,403238
US-Canada Border,11/01/2008 12:00:00 AM,Bus Passengers,230813,335023
US-Mexico Border,11/01/2008 12:00:00 AM,Bus Passengers,221792,274892
US-Mexico Border,11/01/2008 12:00:00 AM,Truck Containers Full,211571,208798
US-Mexico Border,11/01/2008 12:00:00 AM,Truck Containers Empty,138556,144954
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Full,104462,97674
US-Canada Border,11/01/2008 12:00:00 AM,Truck Containers Empty,73113,70379
US-Canada Border,11/01/2008 12:00:00 AM,Rail Containers Empty,49038,33755
US-Mexico Border,11/01/2008 12:00:00 AM,Rail Containers Empty,39512,26636
US-Mexico Border,11/01/2008 12:00:00 AM,Rail Containers Full,29881,22317
US-Canada Border,11/01/2008 12:00:00 AM,Pedestrians,23214,55741
US-Mexico Border,11/01/2008 12:00:00 AM,Buses,20325,21829
US-Canada Border,11/01/2008 12:00:00 AM,Train Passengers,10358,20313
US-Canada Border,11/01/2008 12:00:00 AM,Buses,8631,13344
US-Canada Border,11/01/2008 12:00:00 AM,Trains,2409,2735
US-Mexico Border,11/01/2008 12:00:00 AM,Train Passengers,2202,1341
US-Mexico Border,11/01/2008 12:00:00 AM,Trains,877,674
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,12937575,16569101
US-Mexico Border,10/01/2008 12:00:00 AM,Personal Vehicles,6577359,7108702
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicle Passengers,4575735,6275034
US-Mexico Border,10/01/2008 12:00:00 AM,Pedestrians,3610576,3867866
US-Canada Border,10/01/2008 12:00:00 AM,Personal Vehicles,2347854,2808007
US-Canada Border,10/01/2008 12:00:00 AM,Trucks,503870,543853
US-Mexico Border,10/01/2008 12:00:00 AM,Trucks,423168,361629
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Full,396401,403283
US-Canada Border,10/01/2008 12:00:00 AM,Bus Passengers,302407,335236
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Full,255488,208493
US-Mexico Border,10/01/2008 12:00:00 AM,Bus Passengers,250449,275051
US-Mexico Border,10/01/2008 12:00:00 AM,Truck Containers Empty,167491,144807
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Full,112899,97575
US-Canada Border,10/01/2008 12:00:00 AM,Truck Containers Empty,96985,70205
US-Canada Border,10/01/2008 12:00:00 AM,Rail Containers Empty,54761,33617
US-Canada Border,10/01/2008 12:00:00 AM,Pedestrians,52664,55761
US-Mexico Border,10/01/2008 12:00:00 AM,Rail Containers Empty,39351,26552
US-Mexico Border,10/01/2008 12:00:00 AM,Rail Containers Full,31321,22259
US-Mexico Border,10/01/2008 12:00:00 AM,Buses,21007,21834
US-Canada Border,10/01/2008 12:00:00 AM,Train Passengers,12985,20360
US-Canada Border,10/01/2008 12:00:00 AM,Buses,10426,13363
US-Canada Border,10/01/2008 12:00:00 AM,Trains,2591,2736
US-Mexico Border,10/01/2008 12:00:00 AM,Train Passengers,2366,1334
US-Mexico Border,10/01/2008 12:00:00 AM,Trains,900,672
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,12943742,16592952
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,6485225,7112803
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,4781150,6284862
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,3570146,3869825
US-Canada Border,09/01/2008 12:00:00 AM,Personal Vehicles,2442637,2810410
US-Canada Border,09/01/2008 12:00:00 AM,Trucks,511697,544065
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Full,414858,403206
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,394948,361410
US-Canada Border,09/01/2008 12:00:00 AM,Bus Passengers,307375,335420
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,234084,208325
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,234079,275321
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,161436,144698
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Full,107759,97508
US-Canada Border,09/01/2008 12:00:00 AM,Truck Containers Empty,95117,70041
US-Canada Border,09/01/2008 12:00:00 AM,Rail Containers Empty,50700,33505
US-Canada Border,09/01/2008 12:00:00 AM,Pedestrians,35038,55897
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,32625,26513
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,25580,22237
US-Canada Border,09/01/2008 12:00:00 AM,Train Passengers,23898,20337
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,20264,21845
US-Canada Border,09/01/2008 12:00:00 AM,Buses,11909,13373
US-Canada Border,09/01/2008 12:00:00 AM,Trains,2405,2738
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,1332
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,798,671
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,13750931,16611774
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,7224613,6278638
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicles,6655579,7115831
US-Mexico Border,08/01/2008 12:00:00 AM,Pedestrians,3801010,3870281
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicles,3330187,2806968
US-Canada Border,08/01/2008 12:00:00 AM,Trucks,486457,544446
US-Mexico Border,08/01/2008 12:00:00 AM,Trucks,408367,361099
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Full,385486,403324
US-Canada Border,08/01/2008 12:00:00 AM,Bus Passengers,365139,335223
US-Mexico Border,08/01/2008 12:00:00 AM,Bus Passengers,338034,274906
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Full,241384,208106
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Empty,165997,144557
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Full,110143,97424
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Empty,93785,69884
US-Canada Border,08/01/2008 12:00:00 AM,Pedestrians,89240,55677
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Empty,47296,33413
US-Canada Border,08/01/2008 12:00:00 AM,Train Passengers,38804,20215
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Empty,36677,26445
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Full,29577,22188
US-Mexico Border,08/01/2008 12:00:00 AM,Buses,23442,21834
US-Canada Border,08/01/2008 12:00:00 AM,Buses,13910,13369
US-Canada Border,08/01/2008 12:00:00 AM,Trains,2641,2739
US-Mexico Border,08/01/2008 12:00:00 AM,Train Passengers,1778,1329
US-Mexico Border,08/01/2008 12:00:00 AM,Trains,863,670
US-Mexico Border,07/01/2008 12:00:00 AM,Personal Vehicle Passengers,14026265,16629010
US-Mexico Border,07/01/2008 12:00:00 AM,Personal Vehicles,6666667,7118826
US-Canada Border,07/01/2008 12:00:00 AM,Personal Vehicle Passengers,6651473,6276153
US-Mexico Border,07/01/2008 12:00:00 AM,Pedestrians,3426318,3873240
US-Canada Border,07/01/2008 12:00:00 AM,Personal Vehicles,3117543,2804898
US-Canada Border,07/01/2008 12:00:00 AM,Trucks,493902,544783
US-Mexico Border,07/01/2008 12:00:00 AM,Trucks,421204,360698
US-Canada Border,07/01/2008 12:00:00 AM,Truck Containers Full,392079,403399
US-Mexico Border,07/01/2008 12:00:00 AM,Bus Passengers,383342,274183
US-Canada Border,07/01/2008 12:00:00 AM,Bus Passengers,363110,335037
US-Mexico Border,07/01/2008 12:00:00 AM,Truck Containers Full,248127,207839
US-Mexico Border,07/01/2008 12:00:00 AM,Truck Containers Empty,172252,144372
US-Canada Border,07/01/2008 12:00:00 AM,Rail Containers Full,111238,97332
US-Canada Border,07/01/2008 12:00:00 AM,Truck Containers Empty,95306,69714
US-Canada Border,07/01/2008 12:00:00 AM,Pedestrians,81425,55505
US-Canada Border,07/01/2008 12:00:00 AM,Rail Containers Empty,49596,33306
US-Canada Border,07/01/2008 12:00:00 AM,Train Passengers,40106,20082
US-Mexico Border,07/01/2008 12:00:00 AM,Rail Containers Empty,34440,26392
US-Mexico Border,07/01/2008 12:00:00 AM,Buses,24301,21818
US-Mexico Border,07/01/2008 12:00:00 AM,Rail Containers Full,23610,22179
US-Canada Border,07/01/2008 12:00:00 AM,Buses,13814,13366
US-Canada Border,07/01/2008 12:00:00 AM,Trains,2618,2739
US-Mexico Border,07/01/2008 12:00:00 AM,Train Passengers,1679,1327
US-Mexico Border,07/01/2008 12:00:00 AM,Trains,818,669
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,13058141,16652976
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,6505502,7122942
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,5228224,6283186
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,3589794,3875143
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,2670146,2805802
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,518059,544963
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,425939,360260
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,420439,403284
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,346933,334957
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,265628,274240
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,261487,207479
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,162605,144250
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,104171,97286
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,94830,69546
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,55667,55504
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,47578,33210
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,35912,26328
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,34564,19985
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,29303,22131
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,23424,21807
US-Canada Border,06/01/2008 12:00:00 AM,Buses,13811,13363
US-Canada Border,06/01/2008 12:00:00 AM,Trains,2556,2741
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,1947,1323
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,668
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,13372873,16675139
US-Mexico Border,05/01/2008 12:00:00 AM,Personal Vehicles,6697505,7125817
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicle Passengers,5216129,6290396
US-Mexico Border,05/01/2008 12:00:00 AM,Pedestrians,3884000,3875083
US-Canada Border,05/01/2008 12:00:00 AM,Personal Vehicles,2560128,2807462
US-Canada Border,05/01/2008 12:00:00 AM,Trucks,516173,545157
US-Mexico Border,05/01/2008 12:00:00 AM,Trucks,434920,359756
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Full,415365,403203
US-Canada Border,05/01/2008 12:00:00 AM,Bus Passengers,355655,334817
US-Mexico Border,05/01/2008 12:00:00 AM,Bus Passengers,324361,273901
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Full,274857,207024
US-Mexico Border,05/01/2008 12:00:00 AM,Truck Containers Empty,155709,144172
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Full,117068,97152
US-Canada Border,05/01/2008 12:00:00 AM,Truck Containers Empty,94066,69380
US-Canada Border,05/01/2008 12:00:00 AM,Rail Containers Empty,53272,33074
US-Canada Border,05/01/2008 12:00:00 AM,Pedestrians,47220,55560
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Empty,40163,26235
US-Mexico Border,05/01/2008 12:00:00 AM,Rail Containers Full,28890,22085
US-Mexico Border,05/01/2008 12:00:00 AM,Buses,23271,21797
US-Canada Border,05/01/2008 12:00:00 AM,Train Passengers,22373,19969
US-Canada Border,05/01/2008 12:00:00 AM,Buses,12775,13367
US-Canada Border,05/01/2008 12:00:00 AM,Trains,2702,2741
US-Mexico Border,05/01/2008 12:00:00 AM,Train Passengers,1278,1323
US-Mexico Border,05/01/2008 12:00:00 AM,Trains,901,666
US-Mexico Border,04/01/2008 12:00:00 AM,Personal Vehicle Passengers,12720707,16702040
US-Mexico Border,04/01/2008 12:00:00 AM,Personal Vehicles,6495681,7130103
US-Canada Border,04/01/2008 12:00:00 AM,Personal Vehicle Passengers,4239459,6304348
US-Mexico Border,04/01/2008 12:00:00 AM,Pedestrians,3717019,3876158
US-Canada Border,04/01/2008 12:00:00 AM,Personal Vehicles,2208486,2811537
US-Canada Border,04/01/2008 12:00:00 AM,Trucks,530006,545260
US-Mexico Border,04/01/2008 12:00:00 AM,Trucks,445437,359173
US-Canada Border,04/01/2008 12:00:00 AM,Truck Containers Full,425896,403048
US-Mexico Border,04/01/2008 12:00:00 AM,Bus Passengers,297793,273739
US-Mexico Border,04/01/2008 12:00:00 AM,Truck Containers Full,282651,206509
US-Canada Border,04/01/2008 12:00:00 AM,Bus Passengers,263155,335305
US-Mexico Border,04/01/2008 12:00:00 AM,Truck Containers Empty,163629,144040
US-Canada Border,04/01/2008 12:00:00 AM,Rail Containers Full,122825,96978
US-Canada Border,04/01/2008 12:00:00 AM,Truck Containers Empty,94474,69209
US-Canada Border,04/01/2008 12:00:00 AM,Rail Containers Empty,55307,32923
US-Mexico Border,04/01/2008 12:00:00 AM,Rail Containers Empty,40301,26139
US-Canada Border,04/01/2008 12:00:00 AM,Pedestrians,33454,55710
