Border,Date,Measure,Value,Average
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Full,41929,24693
US-Canada Border,07/01/2014 12:00:00 AM,Train Passengers,41299,20558
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Empty,36057,28599
US-Mexico Border,07/01/2014 12:00:00 AM,Buses,19392,20656
US-Canada Border,07/01/2014 12:00:00 AM,Buses,11953,12075
US-Canada Border,07/01/2014 12:00:00 AM,Trains,2558,2587
US-Mexico Border,07/01/2014 12:00:00 AM,Train Passengers,929,1055
US-Mexico Border,07/01/2014 12:00:00 AM,Trains,847,685
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,10310771,14663555
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicles,5646577,6607229
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,5549046,5824788
US-Mexico Border,06/01/2014 12:00:00 AM,Pedestrians,3213764,3727765
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicles,3016053,2719611
US-Canada Border,06/01/2014 12:00:00 AM,Trucks,502196,516559
US-Mexico Border,06/01/2014 12:00:00 AM,Trucks,446531,375168
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Full,372266,383467
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Full,316509,227720
US-Canada Border,06/01/2014 12:00:00 AM,Bus Passengers,232846,294162
US-Mexico Border,06/01/2014 12:00:00 AM,Bus Passengers,220363,259866
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Full,130092,101160
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Empty,127727,140262
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Empty,121650,79565
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Empty,66201,39971
US-Canada Border,06/01/2014 12:00:00 AM,Pedestrians,47554,48677
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Full,42591,24612
US-Canada Border,06/01/2014 12:00:00 AM,Train Passengers,40274,20468
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Empty,37213,28560
US-Mexico Border,06/01/2014 12:00:00 AM,Buses,17433,20671
US-Canada Border,06/01/2014 12:00:00 AM,Buses,11481,12078
US-Canada Border,06/01/2014 12:00:00 AM,Trains,2440,2588
US-Mexico Border,06/01/2014 12:00:00 AM,Train Passengers,997,1056
US-Mexico Border,06/01/2014 12:00:00 AM,Trains,844,684
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,10752775,14681332
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicles,5909610,6610400
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,5121265,5827985
US-Mexico Border,05/01/2014 12:00:00 AM,Pedestrians,3486494,3728862
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,2800323,2719244
US-Canada Border,05/01/2014 12:00:00 AM,Trucks,503633,516618
US-Mexico Border,05/01/2014 12:00:00 AM,Trucks,474277,374718
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,379717,383484
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Full,341856,227202
US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,270619,294269
US-Mexico Border,05/01/2014 12:00:00 AM,Bus Passengers,248796,259916
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,139574,100985
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Empty,128649,140314
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,121062,79377
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Empty,73214,39820
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Full,43652,24525
US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,39591,48718
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Empty,38438,28515
US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,26823,20440
US-Mexico Border,05/01/2014 12:00:00 AM,Buses,17705,20684
US-Canada Border,05/01/2014 12:00:00 AM,Buses,10919,12083
US-Canada Border,05/01/2014 12:00:00 AM,Trains,2643,2588
US-Mexico Border,05/01/2014 12:00:00 AM,Train Passengers,998,1056
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,858,683
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,10664973,14699671
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicles,5725123,6614442
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,4504362,5834029
US-Mexico Border,04/01/2014 12:00:00 AM,Pedestrians,3469375,3730047
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,2462952,2720414
US-Canada Border,04/01/2014 12:00:00 AM,Trucks,496986,516707
US-Mexico Border,04/01/2014 12:00:00 AM,Trucks,468263,374290
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,335656,383702
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Full,334269,226713
US-Mexico Border,04/01/2014 12:00:00 AM,Bus Passengers,236353,260024
US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,179223,294794
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,128361,100860
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Empty,126745,140376
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,103739,79265
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,69731,39684
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Empty,37045,28476
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Full,36993,24468
US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,28868,48809
US-Mexico Border,04/01/2014 12:00:00 AM,Buses,17739,20698
US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,14735,20466
US-Canada Border,04/01/2014 12:00:00 AM,Buses,7866,12102
US-Canada Border,04/01/2014 12:00:00 AM,Trains,2403,2588
US-Mexico Border,04/01/2014 12:00:00 AM,Train Passengers,810,1057
US-Mexico Border,04/01/2014 12:00:00 AM,Trains,792,683
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,10770574,14717695
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicles,5871236,6617851
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,4446192,5840396
US-Mexico Border,03/01/2014 12:00:00 AM,Pedestrians,3708458,3730146
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicles,2356327,2722084
US-Canada Border,03/01/2014 12:00:00 AM,Trucks,494908,516807
US-Mexico Border,03/01/2014 12:00:00 AM,Trucks,467828,373861
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Full,370215,383764
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Full,335320,226215
US-Mexico Border,03/01/2014 12:00:00 AM,Bus Passengers,225340,260183
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Full,133196,100712
US-Canada Border,03/01/2014 12:00:00 AM,Bus Passengers,132912,295537
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Empty,129838,140425
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Empty,117023,79092
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Empty,64003,39572
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Full,41051,24392
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Empty,37412,28435
US-Mexico Border,03/01/2014 12:00:00 AM,Buses,19868,20702
US-Canada Border,03/01/2014 12:00:00 AM,Pedestrians,16327,48958
US-Canada Border,03/01/2014 12:00:00 AM,Train Passengers,13625,20497
US-Canada Border,03/01/2014 12:00:00 AM,Buses,6529,12128
US-Canada Border,03/01/2014 12:00:00 AM,Trains,2283,2590
US-Mexico Border,03/01/2014 12:00:00 AM,Train Passengers,821,1058
US-Mexico Border,03/01/2014 12:00:00 AM,Trains,820,682
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,9302310,14742650
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicles,5122080,6624744
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,3514880,5851112
US-Mexico Border,02/01/2014 12:00:00 AM,Pedestrians,3227472,3732462
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicles,1946939,2725656
US-Canada Border,02/01/2014 12:00:00 AM,Trucks,444749,517139
US-Mexico Border,02/01/2014 12:00:00 AM,Trucks,422277,373638
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Full,332464,384000
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,302225,225864
US-Mexico Border,02/01/2014 12:00:00 AM,Bus Passengers,161349,260638
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Empty,122777,140506
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Full,117762,100634
US-Canada Border,02/01/2014 12:00:00 AM,Bus Passengers,111190,296386
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Empty,108834,78955
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Empty,52968,39510
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Full,36238,24337
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Empty,32305,28418
US-Mexico Border,02/01/2014 12:00:00 AM,Buses,14414,20731
US-Canada Border,02/01/2014 12:00:00 AM,Pedestrians,11364,49131
US-Canada Border,02/01/2014 12:00:00 AM,Train Passengers,11266,20540
US-Canada Border,02/01/2014 12:00:00 AM,Buses,5919,12156
US-Canada Border,02/01/2014 12:00:00 AM,Trains,2103,2592
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,720,682
US-Mexico Border,02/01/2014 12:00:00 AM,Train Passengers,703,1060
US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,10445970,14762542
US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicles,5620062,6629396
US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,3725920,5860951
US-Mexico Border,01/01/2014 12:00:00 AM,Pedestrians,3578512,3733175
US-Canada Border,01/01/2014 12:00:00 AM,Personal Vehicles,2105364,2728528
US-Canada Border,01/01/2014 12:00:00 AM,Trucks,459050,517408
US-Mexico Border,01/01/2014 12:00:00 AM,Trucks,443209,373316
US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Full,340521,384202
US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Full,307934,225484
US-Mexico Border,01/01/2014 12:00:00 AM,Bus Passengers,230588,260777
US-Mexico Border,01/01/2014 12:00:00 AM,Truck Containers Empty,136366,140525
US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Full,123695,100527
US-Canada Border,01/01/2014 12:00:00 AM,Truck Containers Empty,114561,78790
US-Canada Border,01/01/2014 12:00:00 AM,Bus Passengers,110227,297248
US-Canada Border,01/01/2014 12:00:00 AM,Rail Containers Empty,59394,39418
US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Empty,33695,28393
US-Mexico Border,01/01/2014 12:00:00 AM,Rail Containers Full,31842,24303
US-Mexico Border,01/01/2014 12:00:00 AM,Buses,16793,20749
US-Canada Border,01/01/2014 12:00:00 AM,Train Passengers,12983,20575
US-Canada Border,01/01/2014 12:00:00 AM,Pedestrians,12681,49300
US-Canada Border,01/01/2014 12:00:00 AM,Buses,6299,12184
US-Canada Border,01/01/2014 12:00:00 AM,Trains,2356,2593
US-Mexico Border,01/01/2014 12:00:00 AM,Train Passengers,855,1061
US-Mexico Border,01/01/2014 12:00:00 AM,Trains,751,681
US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,11710485,14776738
US-Mexico Border,12/01/2013 12:00:00 AM,Personal Vehicles,6000441,6632321
US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicle Passengers,4753768,5866101
US-Mexico Border,12/01/2013 12:00:00 AM,Pedestrians,3988323,3731988
US-Canada Border,12/01/2013 12:00:00 AM,Personal Vehicles,2524328,2729478
US-Canada Border,12/01/2013 12:00:00 AM,Trucks,412866,517894
US-Mexico Border,12/01/2013 12:00:00 AM,Trucks,398636,373198
US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Full,300125,384593
US-Mexico Border,12/01/2013 12:00:00 AM,Bus Passengers,254446,260807
US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Full,233404,225447
US-Canada Border,12/01/2013 12:00:00 AM,Bus Passengers,142820,297966
US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Full,120826,100432
US-Mexico Border,12/01/2013 12:00:00 AM,Truck Containers Empty,91227,140755
US-Canada Border,12/01/2013 12:00:00 AM,Truck Containers Empty,90710,78735
US-Canada Border,12/01/2013 12:00:00 AM,Rail Containers Empty,55063,39345
US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Empty,34945,28363
US-Mexico Border,12/01/2013 12:00:00 AM,Rail Containers Full,33411,24260
US-Mexico Border,12/01/2013 12:00:00 AM,Buses,18896,20757
US-Canada Border,12/01/2013 12:00:00 AM,Train Passengers,15379,20599
US-Canada Border,12/01/2013 12:00:00 AM,Pedestrians,13847,49465
US-Canada Border,12/01/2013 12:00:00 AM,Buses,6302,12211
US-Canada Border,12/01/2013 12:00:00 AM,Trains,2317,2594
US-Mexico Border,12/01/2013 12:00:00 AM,Trains,779,681
US-Mexico Border,12/01/2013 12:00:00 AM,Train Passengers,291,1064
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,10277332,14797763
US-Mexico Border,11/01/2013 12:00:00 AM,Personal Vehicles,5537245,6637438
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicle Passengers,4651280,5871777
US-Mexico Border,11/01/2013 12:00:00 AM,Pedestrians,3602599,3732593
US-Canada Border,11/01/2013 12:00:00 AM,Personal Vehicles,2548543,2730323
US-Canada Border,11/01/2013 12:00:00 AM,Trucks,462484,518153
US-Mexico Border,11/01/2013 12:00:00 AM,Trucks,428552,372940
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Full,333243,384833
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Full,296073,225117
US-Mexico Border,11/01/2013 12:00:00 AM,Bus Passengers,193986,261119
US-Canada Border,11/01/2013 12:00:00 AM,Bus Passengers,167570,298576
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Full,135455,100269
US-Mexico Border,11/01/2013 12:00:00 AM,Truck Containers Empty,130228,140804
US-Canada Border,11/01/2013 12:00:00 AM,Truck Containers Empty,99321,78639
US-Canada Border,11/01/2013 12:00:00 AM,Rail Containers Empty,61616,39241
US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Full,39368,24190
US-Mexico Border,11/01/2013 12:00:00 AM,Rail Containers Empty,37235,28321
US-Canada Border,11/01/2013 12:00:00 AM,Pedestrians,18442,49610
US-Mexico Border,11/01/2013 12:00:00 AM,Buses,16874,20776
US-Canada Border,11/01/2013 12:00:00 AM,Train Passengers,12060,20639
US-Canada Border,11/01/2013 12:00:00 AM,Buses,7378,12234
US-Canada Border,11/01/2013 12:00:00 AM,Trains,2537,2595
US-Mexico Border,11/01/2013 12:00:00 AM,Trains,826,680
US-Mexico Border,11/01/2013 12:00:00 AM,Train Passengers,368,1068
US-Mexico Border,10/01/2013 12:00:00 AM,Personal Vehicle Passengers,10130991,14819673
US-Mexico Border,10/01/2013 12:00:00 AM,Personal Vehicles,5664079,6642008
US-Canada Border,10/01/2013 12:00:00 AM,Personal Vehicle Passengers,4973878,5875993
US-Mexico Border,10/01/2013 12:00:00 AM,Pedestrians,3487688,3733743
US-Canada Border,10/01/2013 12:00:00 AM,Personal Vehicles,2773546,2730120
US-Canada Border,10/01/2013 12:00:00 AM,Trucks,514270,518172
US-Mexico Border,10/01/2013 12:00:00 AM,Trucks,469158,372488
US-Canada Border,10/01/2013 12:00:00 AM,Truck Containers Full,391138,384803
US-Mexico Border,10/01/2013 12:00:00 AM,Truck Containers Full,294027,224794
US-Canada Border,10/01/2013 12:00:00 AM,Bus Passengers,208097,299000
US-Mexico Border,10/01/2013 12:00:00 AM,Bus Passengers,182523,261488
US-Canada Border,10/01/2013 12:00:00 AM,Rail Containers Full,140829,100078
US-Mexico Border,10/01/2013 12:00:00 AM,Truck Containers Empty,128175,140863
US-Canada Border,10/01/2013 12:00:00 AM,Truck Containers Empty,118282,78453
US-Canada Border,10/01/2013 12:00:00 AM,Rail Containers Empty,70104,39097
US-Canada Border,10/01/2013 12:00:00 AM,Pedestrians,51919,49599
US-Mexico Border,10/01/2013 12:00:00 AM,Rail Containers Full,40147,24115
US-Mexico Border,10/01/2013 12:00:00 AM,Rail Containers Empty,38397,28274
US-Mexico Border,10/01/2013 12:00:00 AM,Buses,16769,20794
US-Canada Border,10/01/2013 12:00:00 AM,Train Passengers,15550,20662
US-Canada Border,10/01/2013 12:00:00 AM,Buses,8818,12250
