Border,Date,Measure,Value,Average
US-Mexico Border,07/01/2015 12:00:00 AM,Bus Passengers,292913,257863
US-Canada Border,07/01/2015 12:00:00 AM,Bus Passengers,250710,287654
US-Mexico Border,07/01/2015 12:00:00 AM,Truck Containers Empty,143475,139610
US-Canada Border,07/01/2015 12:00:00 AM,Rail Containers Full,127074,102962
US-Canada Border,07/01/2015 12:00:00 AM,Truck Containers Empty,113531,81229
US-Canada Border,07/01/2015 12:00:00 AM,Pedestrians,73648,47977
US-Canada Border,07/01/2015 12:00:00 AM,Rail Containers Empty,61164,41312
US-Canada Border,07/01/2015 12:00:00 AM,Train Passengers,45778,20616
US-Mexico Border,07/01/2015 12:00:00 AM,Rail Containers Full,39746,25478
US-Mexico Border,07/01/2015 12:00:00 AM,Rail Containers Empty,37805,29034
US-Mexico Border,07/01/2015 12:00:00 AM,Buses,18757,20455
US-Canada Border,07/01/2015 12:00:00 AM,Buses,10948,11767
US-Canada Border,07/01/2015 12:00:00 AM,Trains,2506,2491
US-Mexico Border,07/01/2015 12:00:00 AM,Train Passengers,950,1045
US-Mexico Border,07/01/2015 12:00:00 AM,Trains,854,687
US-Mexico Border,06/01/2015 12:00:00 AM,Personal Vehicle Passengers,11190705,14479738
US-Mexico Border,06/01/2015 12:00:00 AM,Personal Vehicles,6133763,6574490
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicle Passengers,4937039,5769976
US-Mexico Border,06/01/2015 12:00:00 AM,Pedestrians,3207279,3710378
US-Canada Border,06/01/2015 12:00:00 AM,Personal Vehicles,2697385,2711814
US-Canada Border,06/01/2015 12:00:00 AM,Trucks,507828,514445
US-Mexico Border,06/01/2015 12:00:00 AM,Trucks,481539,379237
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Full,426184,382301
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Full,338842,232372
US-Canada Border,06/01/2015 12:00:00 AM,Bus Passengers,218086,287953
US-Mexico Border,06/01/2015 12:00:00 AM,Bus Passengers,212484,258058
US-Mexico Border,06/01/2015 12:00:00 AM,Truck Containers Empty,138490,139614
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Full,127757,102855
US-Canada Border,06/01/2015 12:00:00 AM,Truck Containers Empty,110255,81104
US-Canada Border,06/01/2015 12:00:00 AM,Rail Containers Empty,58362,41239
US-Canada Border,06/01/2015 12:00:00 AM,Pedestrians,52081,47960
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Full,42379,25406
US-Canada Border,06/01/2015 12:00:00 AM,Train Passengers,38531,20539
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Empty,36687,29001
US-Mexico Border,06/01/2015 12:00:00 AM,Buses,17069,20470
US-Canada Border,06/01/2015 12:00:00 AM,Buses,10715,11771
US-Canada Border,06/01/2015 12:00:00 AM,Trains,2469,2491
US-Mexico Border,06/01/2015 12:00:00 AM,Train Passengers,1004,1045
US-Mexico Border,06/01/2015 12:00:00 AM,Trains,842,686
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,11791328,14491326
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicles,6275741,6575778
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,4612136,5774967
US-Mexico Border,05/01/2015 12:00:00 AM,Pedestrians,3454131,3711482
US-Canada Border,05/01/2015 12:00:00 AM,Personal Vehicles,2547836,2712521
US-Canada Border,05/01/2015 12:00:00 AM,Trucks,483644,514578
US-Mexico Border,05/01/2015 12:00:00 AM,Trucks,468216,378853
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Full,396537,382239
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Full,340183,231907
US-Canada Border,05/01/2015 12:00:00 AM,Bus Passengers,219954,288246
US-Mexico Border,05/01/2015 12:00:00 AM,Bus Passengers,202483,258297
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Full,138071,102704
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Empty,125751,139674
US-Canada Border,05/01/2015 12:00:00 AM,Truck Containers Empty,115687,80955
US-Canada Border,05/01/2015 12:00:00 AM,Rail Containers Empty,66817,41129
US-Canada Border,05/01/2015 12:00:00 AM,Pedestrians,43177,47980
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Full,42552,25332
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Empty,39991,28954
US-Canada Border,05/01/2015 12:00:00 AM,Train Passengers,27800,20508
US-Mexico Border,05/01/2015 12:00:00 AM,Buses,16742,20486
US-Canada Border,05/01/2015 12:00:00 AM,Buses,10255,11778
US-Canada Border,05/01/2015 12:00:00 AM,Trains,2626,2490
US-Mexico Border,05/01/2015 12:00:00 AM,Train Passengers,921,1046
US-Mexico Border,05/01/2015 12:00:00 AM,Trains,839,685
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,11258592,14505320
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicles,6103585,6577822
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,3863442,5783242
US-Mexico Border,04/01/2015 12:00:00 AM,Pedestrians,3340584,3713088
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicles,2181304,2714821
US-Canada Border,04/01/2015 12:00:00 AM,Trucks,486413,514700
US-Mexico Border,04/01/2015 12:00:00 AM,Trucks,475780,378434
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Full,395329,382182
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Full,343872,231422
US-Mexico Border,04/01/2015 12:00:00 AM,Bus Passengers,214150,258488
US-Canada Border,04/01/2015 12:00:00 AM,Bus Passengers,157678,288811
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Full,140736,102539
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Empty,128206,139724
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Empty,115075,80807
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Empty,65691,41022
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Full,41200,25263
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Empty,38018,28914
US-Canada Border,04/01/2015 12:00:00 AM,Pedestrians,24798,48081
US-Mexico Border,04/01/2015 12:00:00 AM,Buses,16591,20503
US-Canada Border,04/01/2015 12:00:00 AM,Train Passengers,15071,20532
US-Canada Border,04/01/2015 12:00:00 AM,Buses,7091,11798
US-Canada Border,04/01/2015 12:00:00 AM,Trains,2713,2489
US-Mexico Border,04/01/2015 12:00:00 AM,Trains,820,685
US-Mexico Border,04/01/2015 12:00:00 AM,Train Passengers,599,1048
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,11571613,14518076
US-Mexico Border,03/01/2015 12:00:00 AM,Personal Vehicles,6303530,6579015
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,3843487,5791676
US-Mexico Border,03/01/2015 12:00:00 AM,Pedestrians,3595627,3713599
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicles,2152225,2717267
US-Canada Border,03/01/2015 12:00:00 AM,Trucks,510973,514716
US-Mexico Border,03/01/2015 12:00:00 AM,Trucks,490307,377947
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Full,421267,382013
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Full,355812,230881
US-Mexico Border,03/01/2015 12:00:00 AM,Bus Passengers,223617,258640
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Full,146513,102348
US-Mexico Border,03/01/2015 12:00:00 AM,Truck Containers Empty,137292,139734
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Empty,123725,80621
US-Canada Border,03/01/2015 12:00:00 AM,Bus Passengers,114489,289569
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Empty,68957,40901
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Full,42479,25188
US-Mexico Border,03/01/2015 12:00:00 AM,Rail Containers Empty,38723,28872
US-Mexico Border,03/01/2015 12:00:00 AM,Buses,16816,20519
US-Canada Border,03/01/2015 12:00:00 AM,Pedestrians,16141,48220
US-Canada Border,03/01/2015 12:00:00 AM,Train Passengers,14739,20557
US-Canada Border,03/01/2015 12:00:00 AM,Buses,5917,11824
US-Canada Border,03/01/2015 12:00:00 AM,Trains,2595,2489
US-Mexico Border,03/01/2015 12:00:00 AM,Train Passengers,924,1048
US-Mexico Border,03/01/2015 12:00:00 AM,Trains,829,684
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,10020758,14537715
US-Mexico Border,02/01/2015 12:00:00 AM,Personal Vehicles,5609958,6583246
US-Mexico Border,02/01/2015 12:00:00 AM,Pedestrians,3207302,3715810
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,3094499,5803454
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicles,1804273,2721254
US-Canada Border,02/01/2015 12:00:00 AM,Trucks,440689,515039
US-Mexico Border,02/01/2015 12:00:00 AM,Trucks,434241,377701
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Full,314743,382306
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Full,308734,230541
US-Mexico Border,02/01/2015 12:00:00 AM,Bus Passengers,158251,259078
US-Mexico Border,02/01/2015 12:00:00 AM,Truck Containers Empty,123725,139804
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Full,122992,102258
US-Canada Border,02/01/2015 12:00:00 AM,Bus Passengers,106337,290369
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Empty,101409,80530
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Empty,57483,40828
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Full,36563,25139
US-Mexico Border,02/01/2015 12:00:00 AM,Rail Containers Empty,35111,28844
US-Mexico Border,02/01/2015 12:00:00 AM,Buses,13742,20548
US-Canada Border,02/01/2015 12:00:00 AM,Train Passengers,11886,20595
US-Canada Border,02/01/2015 12:00:00 AM,Pedestrians,11361,48380
US-Canada Border,02/01/2015 12:00:00 AM,Buses,6069,11849
US-Canada Border,02/01/2015 12:00:00 AM,Trains,2330,2490
US-Mexico Border,02/01/2015 12:00:00 AM,Train Passengers,786,1050
US-Mexico Border,02/01/2015 12:00:00 AM,Trains,760,684
US-Mexico Border,01/01/2015 12:00:00 AM,Personal Vehicle Passengers,11321835,14551819
US-Mexico Border,01/01/2015 12:00:00 AM,Personal Vehicles,6047800,6585595
US-Canada Border,01/01/2015 12:00:00 AM,Personal Vehicle Passengers,3428340,5813871
US-Mexico Border,01/01/2015 12:00:00 AM,Pedestrians,3332979,3717489
US-Canada Border,01/01/2015 12:00:00 AM,Personal Vehicles,1972341,2724538
US-Canada Border,01/01/2015 12:00:00 AM,Trucks,464674,515260
US-Mexico Border,01/01/2015 12:00:00 AM,Trucks,447705,377394
US-Canada Border,01/01/2015 12:00:00 AM,Truck Containers Full,347619,382458
US-Mexico Border,01/01/2015 12:00:00 AM,Truck Containers Full,314075,230175
US-Mexico Border,01/01/2015 12:00:00 AM,Bus Passengers,226333,259222
US-Canada Border,01/01/2015 12:00:00 AM,Rail Containers Full,139650,102094
US-Mexico Border,01/01/2015 12:00:00 AM,Truck Containers Empty,129992,139847
US-Canada Border,01/01/2015 12:00:00 AM,Truck Containers Empty,117124,80369
US-Canada Border,01/01/2015 12:00:00 AM,Bus Passengers,102074,291195
US-Canada Border,01/01/2015 12:00:00 AM,Rail Containers Empty,64146,40726
US-Mexico Border,01/01/2015 12:00:00 AM,Rail Containers Empty,36566,28811
US-Mexico Border,01/01/2015 12:00:00 AM,Rail Containers Full,33537,25102
US-Mexico Border,01/01/2015 12:00:00 AM,Buses,16124,20568
US-Canada Border,01/01/2015 12:00:00 AM,Train Passengers,12524,20630
US-Canada Border,01/01/2015 12:00:00 AM,Pedestrians,11635,48542
US-Canada Border,01/01/2015 12:00:00 AM,Buses,5495,11877
US-Canada Border,01/01/2015 12:00:00 AM,Trains,2600,2489
US-Mexico Border,01/01/2015 12:00:00 AM,Trains,774,683
US-Mexico Border,01/01/2015 12:00:00 AM,Train Passengers,767,1051
US-Mexico Border,12/01/2014 12:00:00 AM,Personal Vehicle Passengers,12207554,14562146
US-Mexico Border,12/01/2014 12:00:00 AM,Personal Vehicles,6329766,6586722
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicle Passengers,4458925,5819840
US-Mexico Border,12/01/2014 12:00:00 AM,Pedestrians,3815655,3717056
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicles,2406033,2725941
US-Canada Border,12/01/2014 12:00:00 AM,Trucks,445584,515567
US-Mexico Border,12/01/2014 12:00:00 AM,Trucks,431463,377156
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Full,311042,382773
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Full,269057,230004
US-Mexico Border,12/01/2014 12:00:00 AM,Bus Passengers,244142,259288
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Full,135873,101945
US-Canada Border,12/01/2014 12:00:00 AM,Bus Passengers,125678,291924
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Empty,103650,140007
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Empty,100911,80279
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Empty,61100,40636
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Empty,37996,28770
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Full,36430,25052
US-Canada Border,12/01/2014 12:00:00 AM,Pedestrians,19649,48669
US-Mexico Border,12/01/2014 12:00:00 AM,Buses,18829,20576
US-Canada Border,12/01/2014 12:00:00 AM,Train Passengers,15318,20654
US-Canada Border,12/01/2014 12:00:00 AM,Buses,5722,11904
US-Canada Border,12/01/2014 12:00:00 AM,Trains,2268,2490
US-Mexico Border,12/01/2014 12:00:00 AM,Train Passengers,884,1052
US-Mexico Border,12/01/2014 12:00:00 AM,Trains,825,683
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,11352221,14576350
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicles,6009914,6589274
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,4249889,5826786
US-Mexico Border,11/01/2014 12:00:00 AM,Pedestrians,3440311,3718281
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicles,2349074,2727609
US-Canada Border,11/01/2014 12:00:00 AM,Trucks,459167,515817
US-Mexico Border,11/01/2014 12:00:00 AM,Trucks,427444,376934
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Full,349299,382921
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Full,303777,229677
US-Mexico Border,11/01/2014 12:00:00 AM,Bus Passengers,206372,259523
US-Canada Border,11/01/2014 12:00:00 AM,Bus Passengers,141093,292592
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Full,124686,101844
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Empty,121349,140089
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Empty,104788,80170
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Empty,63378,40536
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Full,39059,24990
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Empty,34024,28747
US-Canada Border,11/01/2014 12:00:00 AM,Pedestrians,18745,48801
US-Mexico Border,11/01/2014 12:00:00 AM,Buses,17323,20590
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,12515,20690
US-Canada Border,11/01/2014 12:00:00 AM,Buses,6358,11928
US-Canada Border,11/01/2014 12:00:00 AM,Trains,2154,2492
US-Mexico Border,11/01/2014 12:00:00 AM,Train Passengers,843,1052
US-Mexico Border,11/01/2014 12:00:00 AM,Trains,801,682
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,10975699,14592353
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicles,6067446,6591593
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,4766321,5831500
US-Mexico Border,10/01/2014 12:00:00 AM,Pedestrians,3399954,3719696
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicles,2684934,2727799
US-Canada Border,10/01/2014 12:00:00 AM,Trucks,518885,515803
US-Mexico Border,10/01/2014 12:00:00 AM,Trucks,489258,376435
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Full,401382,382839
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Full,337524,229198
US-Mexico Border,10/01/2014 12:00:00 AM,Bus Passengers,204516,259767
US-Canada Border,10/01/2014 12:00:00 AM,Bus Passengers,191902,293039
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Empty,137079,140103
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Full,134329,101700
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Empty,123412,79978
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Empty,65815,40423
US-Canada Border,10/01/2014 12:00:00 AM,Pedestrians,49924,48796
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Full,42068,24914
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Empty,39234,28700
US-Mexico Border,10/01/2014 12:00:00 AM,Buses,17614,20603
US-Canada Border,10/01/2014 12:00:00 AM,Train Passengers,16660,20707
US-Canada Border,10/01/2014 12:00:00 AM,Buses,8174,11945
US-Canada Border,10/01/2014 12:00:00 AM,Trains,2225,2493
US-Mexico Border,10/01/2014 12:00:00 AM,Train Passengers,982,1053
US-Mexico Border,10/01/2014 12:00:00 AM,Trains,883,681
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,10249686,14611739
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicles,5677215,6595675
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,4888273,5835710
US-Mexico Border,09/01/2014 12:00:00 AM,Pedestrians,3103375,3722447
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicles,2762674,2727643
US-Canada Border,09/01/2014 12:00:00 AM,Trucks,509417,515832
US-Mexico Border,09/01/2014 12:00:00 AM,Trucks,440589,376148
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Full,377982,382861
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Full,304518,228862
US-Canada Border,09/01/2014 12:00:00 AM,Bus Passengers,220199,293365
US-Mexico Border,09/01/2014 12:00:00 AM,Bus Passengers,191799,260070
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Full,132802,101561
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Empty,132093,140138
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Empty,120923,79795
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Empty,66650,40306
US-Canada Border,09/01/2014 12:00:00 AM,Pedestrians,43659,48819
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Full,39829,24847
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Empty,35826,28668
US-Canada Border,09/01/2014 12:00:00 AM,Train Passengers,31658,20659
US-Mexico Border,09/01/2014 12:00:00 AM,Buses,17873,20615
US-Canada Border,09/01/2014 12:00:00 AM,Buses,10103,11953
US-Canada Border,09/01/2014 12:00:00 AM,Trains,2362,2493
US-Mexico Border,09/01/2014 12:00:00 AM,Trains,822,681
US-Mexico Border,09/01/2014 12:00:00 AM,Train Passengers,735,1054
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,11039598,14627758
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,7625126,5827686
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicles,5845113,6599041
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicles,3669624,2723419
US-Mexico Border,08/01/2014 12:00:00 AM,Pedestrians,3418339,3723811
US-Canada Border,08/01/2014 12:00:00 AM,Trucks,472738,516025
US-Mexico Border,08/01/2014 12:00:00 AM,Trucks,442428,375851
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Full,342889,383040
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Full,305735,228517
US-Mexico Border,08/01/2014 12:00:00 AM,Bus Passengers,297019,259905
US-Canada Border,08/01/2014 12:00:00 AM,Bus Passengers,283293,293410
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Full,137412,101400
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Empty,132209,140174
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Empty,116214,79632
US-Canada Border,08/01/2014 12:00:00 AM,Pedestrians,84794,48658
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Empty,67671,40184
US-Canada Border,08/01/2014 12:00:00 AM,Train Passengers,45929,20545
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Full,42184,24770
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Empty,36882,28632
US-Mexico Border,08/01/2014 12:00:00 AM,Buses,18743,20624
US-Canada Border,08/01/2014 12:00:00 AM,Buses,11913,11953
